Time,C1,Trigs,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,TimeB,C1B,TrigsB,C3B,C4B,C5B,C6B,C7B,C8B,C9B,C10B,C11B,C12B,C13B
279.81,213127,768,-88018,-699519,-1631373,-5922385,-1030893,-5795447,305115,-557333,78266,-502639,117027,279.73,220996,770,-80869,-693744,-1595403,-5876804,-1002201,-5731821,302150,-545200,80914,-508529,114264
279.82,196130,768,-100864,-720601,-1669979,-5974489,-1066861,-5857839,303514,-575465,61129,-506364,117026,279.73,215107,770,-85385,-701565,-1628112,-5924223,-1030084,-5792252,304883,-558054,74394,-502874,117230
279.82,194674,768,-105660,-726280,-1692662,-6010557,-1086463,-5905210,305459,-584214,56842,-502956,119060,279.74,198734,770,-96711,-719746,-1665914,-5974340,-1063608,-5853414,303583,-577335,58484,-506002,117298
279.82,369823,768,8047,-575027,-1478190,-5781066,-869745,-5657764,340611,-407089,244759,-422843,132402,279.74,191659,770,-101770,-727725,-1690918,-6012312,-1085677,-5902095,304820,-587564,52231,-504085,118642
313.77,230003,768,-75755,-672857,-1561026,-5772691,-1001343,-5616957,299127,-530152,101371,-513791,100116,313.68,255736,770,-59159,-644334,-1512561,-5701875,-951565,-5528195,301821,-503205,123082,-509187,100416
313.77,213624,768,-88195,-689412,-1595089,-5818528,-1034413,-5671746,296702,-557121,83022,-518190,99649,313.69,242093,770,-67032,-657509,-1544958,-5747393,-979983,-5584530,301514,-518712,112394,-508815,101107
313.77,308667,768,-23108,-607063,-1487969,-5708921,-922936,-5558709,318940,-461711,189845,-467084,109397,313.69,212256,770,-88024,-683615,-1597714,-5815873,-1030456,-5664878,296692,-552298,83477,-518459,99814
313.77,467430,768,79446,-469381,-1266734,-5463994,-704937,-5285361,348179,-288706,362263,-400457,118963,313.69,310217,770,-20523,-597999,-1487058,-5703114,-917878,-5546285,319656,-452423,194368,-467952,109556
313.77,497915,768,99362,-436314,-1197247,-5372838,-637496,-5177380,348540,-246581,396416,-398380,116862,313.69,469591,770,83719,-457396,-1266289,-5459091,-699573,-5276214,348637,-281215,368168,-401306,119306
313.78,497166,768,102220,-433495,-1176496,-5341653,-621704,-5136062,347270,-239750,396225,-403115,115745,313.69,501248,770,101329,-429377,-1198874,-5369184,-635790,-5170899,348555,-245362,398694,-398918,117235
313.78,517716,768,116285,-412393,-1135411,-5289658,-586163,-5072915,350177,-216828,417491,-397190,116451,313.7,503944,770,103271,-425242,-1178201,-5336029,-619534,-5129903,347155,-242837,399833,-402437,115883
313.78,441600,768,63747,-478949,-1222408,-5374178,-674923,-5161044,331464,-296261,332461,-438949,108112,313.7,521183,770,119596,-403134,-1138098,-5282618,-581275,-5066856,350834,-217314,420771,-394837,116656
313.78,286877,768,-40438,-617888,-1438401,-5613981,-889707,-5425676,302822,-462144,160043,-505844,98333,313.7,441966,770,65661,-472283,-1226422,-5371282,-673396,-5158731,331563,-297621,331969,-437899,108432
313.78,251869,768,-59048,-649332,-1509472,-5704824,-955923,-5531377,301901,-503540,126331,-509313,100346,313.7,285536,770,-36044,-613343,-1442503,-5611533,-886802,-5425375,302820,-466061,159029,-504942,98752
313.79,243841,768,-68550,-662099,-1540974,-5750182,-984116,-5585704,301858,-518790,116552,-509096,101134,313.7,258433,770,-56694,-644854,-1513267,-5701956,-952585,-5533030,301602,-505880,124820,-509032,100361
313.79,216104,768,-89291,-690943,-1592025,-5817126,-1028993,-5663390,297293,-552442,86374,-519162,99974,313.71,247768,770,-63291,-654988,-1539038,-5741550,-976616,-5578375,301467,-519100,117858,-509342,100949
313.79,269954,768,-53449,-646429,-1540270,-5767278,-972999,-5612115,310507,-499278,145081,-488986,106198,313.71,225823,770,-78304,-675965,-1579515,-5798925,-1014466,-5643393,298878,-544002,99230,-514015,100404
313.79,436108,768,56145,-500106,-1319658,-5524361,-751789,-5348787,342101,-323208,325032,-415721,117458,313.71,271191,770,-49360,-639949,-1537647,-5767217,-971569,-5611968,310957,-503321,149732,-485916,106026
313.79,508987,768,105473,-429305,-1191688,-5370438,-628046,-5172262,351039,-235549,407144,-393541,118562,313.71,437409,770,61038,-493088,-1316082,-5520679,-747648,-5340856,342734,-324250,332248,-411841,117429
313.79,503692,768,102446,-432432,-1179331,-5346422,-619201,-5137843,347451,-237127,397597,-402076,116120,313.71,506954,770,106398,-428813,-1191939,-5372716,-629681,-5170263,351142,-240424,410111,-390944,118321
313.8,514877,768,110050,-422254,-1153449,-5309534,-595991,-5091168,347879,-224334,405942,-400981,115788,313.71,504853,770,103134,-430749,-1178568,-5344836,-620087,-5136964,347490,-241124,400361,-399580,115968
313.8,488844,768,94803,-443828,-1173558,-5320034,-615956,-5092921,340530,-246235,376580,-418448,112220,313.72,515322,770,111901,-420486,-1150768,-5304236,-594951,-5087708,348481,-227837,408397,-400651,115645
313.8,318241,768,-13435,-587423,-1390800,-5558445,-833209,-5355216,308382,-421794,194087,-493709,100464,313.72,487370,770,93161,-442265,-1171192,-5315592,-617338,-5095538,340786,-253085,376754,-418999,111903
313.8,246706,768,-58747,-653906,-1513492,-5703396,-950178,-5520189,299765,-504992,114887,-515529,99327,313.72,322623,770,-15575,-587688,-1390232,-5555407,-835465,-5357921,308738,-426282,196328,-493237,100472
313.8,237565,768,-63324,-662656,-1544087,-5746404,-977015,-5573377,301108,-516823,111158,-511740,100634,313.72,246446,770,-60949,-650632,-1510824,-5699998,-952929,-5523794,300330,-507592,118425,-512845,99632
313.81,219306,768,-76045,-683220,-1584197,-5800519,-1014790,-5636286,298746,-539464,93389,-515282,100790,313.72,239948,770,-63627,-660142,-1538114,-5740651,-978043,-5576704,301401,-519143,114626,-509556,101160
313.81,227415,768,-73400,-680809,-1590128,-5817294,-1019839,-5659588,301580,-536624,99103,-508245,102259,313.73,219839,770,-78697,-679985,-1572524,-5787765,-1012643,-5632000,298363,-541943,94033,-515571,100106
313.81,395667,768,37103,-535740,-1378815,-5588075,-806105,-5408967,335284,-362039,279639,-430097,115178,313.73,221814,770,-76463,-678213,-1583938,-5811910,-1019985,-5666508,301921,-539866,100180,-507036,102679
313.81,514801,768,113813,-428242,-1195472,-5379405,-627918,-5174300,354400,-228451,410859,-384720,120367,313.73,389654,770,34742,-530073,-1368663,-5581183,-804022,-5414093,335810,-362143,283018,-430394,115447
313.81,509020,768,109598,-430871,-1179616,-5349536,-616899,-5136897,349029,-230265,400415,-397546,116731,313.73,513835,770,110507,-424379,-1190528,-5375293,-628271,-5178466,354618,-231421,413250,-386678,120783
313.82,516968,768,115602,-421729,-1154289,-5311373,-597264,-5091629,348807,-220508,406936,-399042,115866,313.73,501110,770,106003,-427500,-1175644,-5347017,-616682,-5140241,349200,-233752,404342,-397942,116954
313.82,522979,768,116616,-417767,-1136864,-5280292,-583063,-5054696,347548,-213673,410520,-402483,114827,313.74,509738,770,111863,-418425,-1150549,-5310085,-595890,-5094330,348885,-224120,408386,-398712,116316
313.82,363828,768,12868,-555077,-1334273,-5494507,-783555,-5290358,315261,-378466,237160,-477150,102439,313.74,517821,770,113549,-412155,-1132204,-5278850,-581327,-5057624,347815,-218788,410239,-401115,115125
313.82,251043,768,-59440,-656496,-1507084,-5691327,-950678,-5512014,297431,-503697,115508,-518056,97516,313.74,359372,770,7891,-553132,-1336403,-5496799,-784469,-5294999,315166,-385934,235810,-475697,102676
313.82,246427,768,-64018,-666054,-1538090,-5738024,-978096,-5570841,299704,-518115,110224,-512728,99985,313.74,246733,770,-63200,-654428,-1505649,-5692628,-949554,-5515608,297819,-509335,112682,-517623,97944
313.83,225120,768,-77456,-681700,-1575878,-5791316,-1013193,-5632283,298081,-540360,92542,-516143,99865,313.74,240409,770,-67297,-661807,-1536512,-5737136,-977210,-5569786,300027,-520704,110033,-512038,100221
313.83,229200,768,-75062,-680260,-1589403,-5816204,-1023598,-5665924,301320,-540562,97027,-508756,102372,313.75,230691,770,-75902,-671587,-1561789,-5771989,-1000338,-5611988,299121,-532493,100761,-514144,100164
313.83,352491,768,7963,-571451,-1434132,-5651940,-865979,-5486929,327139,-411662,234331,-450730,112081,313.75,205474,770,-91691,-696668,-1607880,-5832513,-1043150,-5684680,296057,-558670,77618,-520158,100073
313.83,500579,768,104232,-442460,-1221784,-5413101,-657962,-5220453,352848,-250854,394904,-391148,120451,313.75,350401,770,3730,-569586,-1431443,-5648429,-864549,-5485099,327481,-409525,237461,-449120,112468
313.83,506123,768,106799,-431076,-1185690,-5360114,-625665,-5155499,348942,-236290,400388,-398136,117023,313.75,498314,770,100156,-437835,-1221302,-5408734,-655156,-5219170,352967,-250871,401943,-389282,120854
313.84,514466,768,112303,-422442,-1159975,-5323278,-604085,-5111770,348776,-225902,406558,-399051,116530,313.75,500770,770,102087,-432170,-1187416,-5359266,-627497,-5158351,349064,-239903,404110,-397369,117201
313.84,539978,768,125553,-403249,-1120658,-5271635,-568690,-5051152,351204,-204132,420966,-392430,116841,313.76,508934,770,110051,-423675,-1162719,-5321059,-605568,-5111585,348996,-229624,408459,-397767,116396
313.84,407712,768,39742,-517420,-1276174,-5435005,-728792,-5226344,322948,-340797,279734,-457642,105390,313.76,528291,770,123428,-404747,-1123609,-5269744,-569329,-5050428,351497,-208616,427751,-394123,116651
313.84,266312,768,-54495,-641909,-1478765,-5664489,-928298,-5481664,298139,-493806,125516,-515163,97406,313.76,395722,770,35886,-517052,-1282154,-5436073,-730199,-5227720,322648,-343226,282421,-458459,105027
313.84,249446,768,-60004,-655798,-1518349,-5720996,-964216,-5549072,300466,-512001,114539,-510269,100161,313.76,257089,770,-56668,-642258,-1483022,-5664713,-928880,-5484059,297968,-493181,126342,-516273,97066
313.85,235422,768,-71092,-671029,-1554061,-5769789,-997002,-5608199,299271,-529562,100423,-512919,100446,313.76,245321,770,-64330,-656105,-1523909,-5721843,-967478,-5555726,300453,-508356,115700,-511538,99911
